,Brand,Model Name,Type,Capacity in Tons,Star Rating,Color,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,LED Backlit Buttons,Night Glow Buttons on Remote,Battery Type,Price
175,Lloyd,LS12I56HAWA,Split,1 Ton,5 Star BEE Rating,Print White,Turbocool,No,3520 W,Inverter Compressor,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,87 cm x 20 cm x 29.8 cm,10 kg,56 cm x 56 cm x 36.5 cm,26.7 kg,"High - 45 dB, Low - 28 dB",LED Digital Display,Yes,Yes,3.4 W/W,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,No,Yes,2 AAA Batteries,"35,489"
176,SAMSUNG,AR24AY4YATZ,Split,2 Ton,4 Star BEE Rating,White,,No,6000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,105.5 cm x 29.9 cm x 21.5 cm,11.6 kg,88 cm x 63.8 cm x 31 cm,38.5 kg,,Yes,,Yes,4 W/W,,,,Yes,,Air Vent: Cross Flow,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,AC 230 V,1158.53 W,,Yes,2 AAA Batteries,"60,490"
177,LG,KS-Q12WNXD,Split,1 Ton,3 Star BEE Rating,"White, Maroon",Weber,No,3500 W,Dual Rotary,Yes,Yes,R32,"Comfort Sleep, Modes - (Auto/Cool/ Fan / Dry), Turbo Cooling",,Copper,83.7 cm x 30.2 cm x 18.9 cm,9 kg,71.5 cm x 49.5 cm x 23 cm,24.5 kg,,,Yes,Yes,3.8 W/W,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,No,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,,"AC 230 V, 50 Hz",1080 W,,Yes,2 AAA Batteries,"35,990"
178,Lloyd,LS12B32WCHD,Split,1 Ton,3 Star BEE Rating,White,,,3650 W,Fixed Speed Compressor,Yes,Yes,,,,Copper,97 cm x 32 cm x 22 cm,12.3 kg,87 cm x 56 cm x 36.5 cm,30.9 kg,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,"AC 230 V, 50 Hz",781.85 kWh,,,,"33,054"
179,Hitachi,RAW318HDEA,Window,1.5 Ton,3 Star BEE Rating,White,Shizuka,No,5100 W,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,66 cm x 43 cm x 75.5 cm,50.5 kg,900 mm x 650 mm x 365 mm,44 kg,Low - 40 dB,No,Yes,Yes,3.09 W/W,Blue,Anti-corrosive Blue Fins,,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,No,No,2,"33,490"
180,LumX,LX184INHDM,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Inverter Compressor,No,Yes,R32,"Cool, Dry, Fan",,Copper,30 cm x 22.5 cm x 30 cm,13.3 kg,83.5 cm x 55.5 cm x 29.5 cm,29.5 kg,,No,,Yes,4.1 W/W,,,,Yes,2 Way,,Yes,Yes,,Yes,,No,,Yes,,Yes,,"AC 230 V, 50 Hz",1470 W,Yes,Yes,AAA Batteries,"29,990"
181,SAMSUNG,AR24AY4YATZ,Split,2 Ton,4 Star BEE Rating,White,,No,6000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,105.5 cm x 29.9 cm x 21.5 cm,11.6 kg,88 cm x 63.8 cm x 31 cm,38.5 kg,,Yes,,Yes,4 W/W,,,,Yes,,Air Vent: Cross Flow,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,AC 230 V,1158.53 W,,Yes,2 AAA Batteries,"60,490"
182,Blue Star,5W18GBTI,Window,1.5 Ton,5 Star BEE Rating,White,,No,5190 W,Rotary,Yes,Yes,R32,"Comfort Sleep, Modes - (Auto/Cool/ Fan / Dry), Turbo Cooling",,Copper,66 cm x 43 cm x 77 cm,55 kg,,,,,,,3.57 W/W,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,,,,,No,Yes,,Yes,,,,Yes,,No,,AC 220 - 240 V,5190 W,,,,"36,000"
183,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5000 W,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,79.8 cm x 29.3 cm x 23 cm,9 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 48 dB, Low - 25 dB",No,No,Yes,4 W/W,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,Yes,Yes,2 AAA Batteries,"39,990"
184,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,Split,1 Ton,3 Star BEE Rating,"White, Blue1",,No,3517 W,Rotary,Yes,Yes,,,,Copper,80.5 cm x 28.5 cm x 19.4 cm,11 kg,72 cm x 49.5 cm x 27 cm,21 kg,,,,Yes,3.8 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1150 W,,,,"28,990"
185,SAMSUNG,AR12AYMZABENNA/XNA,Split,1 Ton,4 Star BEE Rating,White,,No,3300 W,Inverter Compressor,Yes,Yes,R-32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Precision Cooling Technology,Copper,82 cm x 29.9 cm x 21.5 cm,9 kg,72 cm x 54.8 cm x 26.5 cm,24.3 kg,"High - 58 dB, Low - 43 dB",Yes,,Yes,3.82 W/W,Anti-corrosive Blue Fins,Anti-corrosive Blue Fins,Yes,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,AC 230 V,634.66 W,No,,2 AAA Batteries,"29,490"
186,Godrej,GSC18ITC3-WTA,Split,1.5 Ton,3 Star BEE Rating,White,,No,5200 W,Rotary,No,Yes,R32,Fan Mode,,Copper,76.1 cm x 33 cm x 24.1 cm,10 kg,75 cm x 55.7 cm x 24.1 cm,40 kg,"High - 35 dB, Low - 52 dB",Yes,Yes,Yes,3.5 W/W,Blue Fin,Blue Fin,No,Yes,2 Way Air Direction,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,"AC 110 - 200 V, 50/60 Hz",1149 W,Yes,No,2 AAA Batteries,"30,300"
187,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
188,Voltas,155V DZW (R32),Split,1.2 Ton,5 Star BEE Rating,White,,No,4000 W,High EER Rotary - BLDC,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Precision Cooling Technology,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28.5 kg,"High - 58 dB, Low - 43 dB",LED,,Yes,5 W/W,Anti-corrosive Blue Fins,Anti-corrosive Blue Fins,No,Yes,,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1010 W,No,Yes,2 AAA Batteries,"32,990"
189,MarQ By Flipkart,FKAC103SIAA21,Split,1 Ton,3 Star BEE Rating,White,,No,3450 W,High EER Rotary,Yes,Yes,R-32,"Turbo Mode, Sleep Mode, Dry Mode",,Copper,800 mm x 230 mm,9.3 Kg,672 mm x 520 mm x 240 mm,25 Kg,"High - 44 dB, Low - 44 dB",Hidden,,Yes,3.65 W/W,Golden,Golden,Yes,Yes,Horizontal,,No,Yes,No,Yes,No,,,Yes,No,Yes,Yes,AC 145 - 280 V,1195 W,No,No,2 AAA Batteries,"24,490"
190,Croma,CRAC7705,Split,1.5 Ton,5 Star BEE Rating,"White, Grey",Emerald,No,5150 W,Rotary Compressor,Yes,Yes,R-32,,Streamer Discharge Technology,Copper,100 cm x 29.5 cm x 23.5 cm,11 kg,78 cm x 55.7 cm x 24.1 cm,29.5 kg,High - 48 dB,,Yes,Yes,5 W/W,Blue Fin,,,Yes,2 Way,Coanda Airflow,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1365 W,,No,2 AAA Batteries,"37,290"
191,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",Kaze Plus,No,4982 W,Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",Inverter,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,Low - 48 dB,No,No,Yes,3.67 W/W,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,No,No,AAA Batteries,"31,990"
192,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",,No,4982 W,Rotary,Yes,Yes,,,,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,,,,Yes,3.67 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1748 W,,,,"31,990"
193,Hitachi,RSN/ESN/CSN-317HCEA,Split,1.5 Ton,3 Star BEE Rating,White,ACE,,5100 W,Rotary Compressor,Yes,Yes,R410A,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,968 mm x 294 mm x 240 mm,13.8 Kg,750 mm x 548 mm x 288 mm,33.4 Kg,,,,,4 W/W,,,,,,,Yes,Yes,,Yes,,,,,,,,"AC 230 V, 50 Hz",1730 W,,,,"37,279"
194,Hitachi,RSN/ESN/CSN-317HCEA,Split,1.5 Ton,3 Star BEE Rating,White,ACE,,5100 W,Rotary Compressor,Yes,Yes,R410A,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,968 mm x 294 mm x 240 mm,13.8 Kg,750 mm x 548 mm x 288 mm,33.4 Kg,,Yes,,,4 W/W,,,,Yes,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,"AC 230 V, 50 Hz",1730 W,,,2 AAA Batteries,"37,279"
195,LG,LS-Q12JNXA,Split,1 Ton,3 Star BEE Rating,White,Estra N,No,3283 W,Dual Rotary,Yes,Yes,R32,NA,Dual Cool,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.7 cm x 49.5 cm x 23 cm,23.3 kg,High - 21 dB,Yes,Yes,Yes,3.73 W/W,Hydrophilic Aluminium Fin,Ocean Black Fin,Yes,Yes,2 Way Air Direction,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",680.58 W,Yes,Yes,2 AAA Batteries,"31,990"
196,O General,ASGG24CPTA-B,Split,2 Ton,3 Star BEE Rating,White,,No,3500 W,Hyper Tropical Rotary Compressor,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,98 cm x 28 cm x 24 cm,65 kg,24 cm x 54.1 cm x 28 cm,65 kg,"High - 37 dB, Low - 21 dB",Yes,Yes,Yes,3 W/W,Hydrophilic Aluminum,Hydrophobic Aluminium,No,Yes,,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,,AC 230 V,2140 W,,Yes,2 AAA Batteries,"60,990"
197,Blue Star,IC318EBTU,Split,1.5 Ton,3 Star BEE Rating,White,,No,4850 W,Inverter Compressor,Yes,Yes,R32,"Auto, Cool, Fan, Dry",,Copper,840 mm x 270 mm x 210 mm,9 kg,84 cm x 54 cm x 30 cm,26.8 kg,Low - 43 dB,,,Yes,3.85 W/W,,Anti-corrosive Blue Fins,,Yes,,4 Way Air Swing,No,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,"AC 230 V, 50 Hz",975.37 W,No,,2 AAA Batteries,"37,999"
198,CARRIER,14K 5 STAR ESTER NXi INVERTER R32 SPLIT AC,Split,1.2 Ton,5 Star BEE Rating,White,Ester NXi Hybridjet Inverter,No,3900 W,DC Rotary,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode, Turbo Mode, My Mode","Flexicool, Hybridjet, Insta Kool, AI Cool",Copper,94 cm x 27.5 cm x 20.5 cm,10.3 kg,78 cm x 54 cm x 25 cm,28 kg,"High - 40 dB, Low - 32 dB",Digital Display-LED,Yes,Yes,4.74 W/W,Blue Coating,Bare,Yes,No,2 Way Air Direction,4 Step Fan Speed,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",1050 W,No,No,2 AAA Batteries,"35,990"
199,Lloyd,LS12I56HAWA,Split,1 Ton,5 Star BEE Rating,Print White,Turbocool,No,3520 W,Inverter Compressor,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,87 cm x 20 cm x 29.8 cm,10 kg,56 cm x 56 cm x 36.5 cm,26.7 kg,"High - 45 dB, Low - 28 dB",LED Digital Display,Yes,Yes,3.4 W/W,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,No,Yes,2 AAA Batteries,"35,489"
200,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",,No,4982 W,Rotary,Yes,Yes,R32,,,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,,LED,,Yes,3.67 W/W,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,No,,"AC 220 - 240 V, 50 Hz",1748 W,,Yes,,"31,990"
201,IFFALCON by TCL,FAC-12CSD/V3,Split,1 Ton,3 Star BEE Rating,White,E3,No,3550 W,Eco-Tropical Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Fan Mode, Auto Mode�",Eco Tropical Inverter Technology,Copper,77.7 cm x 25 cm x 20.5 cm,8.5 kg,75.4 cm x 55.2 cm x 30 cm,25 kg,"High - 40 dB, Low - 32 dB",LED Digital,Yes,Yes,3.65 W/W,Titan Gold,Titan Gold,Yes,Yes,4 Way,4 Step Fan Speed,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 165 - 245 V, 50 Hz",1210 W,Yes,Yes,2 AAA Batteries,"25,490"
202,LG,KS-Q18ENZA,Split,1.5 Ton,5 Star BEE Rating,White,,No,5100 W,Dual Rotary,Yes,Yes,R32,,,Copper,99.8 cm x 33 cm x 21 cm,11.5 kg,77 cm x 54.5 cm x 28.8 cm,32.5 kg,"High - 31 dB, Low - 26 dB",,Yes,No,5 W/W,Gold Fin,Gold Fin,Yes,Yes,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 220 - 240 V, 50 Hz",1440 W,,Yes,2 AAA Batteries,"39,990"
203,Hitachi,RAW318HDEA,Window,1.5 Ton,3 Star BEE Rating,White,Shizuka,No,5100 W,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,66 cm x 43 cm x 75.5 cm,50.5 kg,900 mm x 650 mm x 365 mm,44 kg,Low - 40 dB,No,Yes,Yes,3.09 W/W,Blue,Anti-corrosive Blue Fins,,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,No,No,2,"33,490"
204,LumX,LX184INHDM,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Inverter Compressor,No,Yes,R32,"Cool, Dry, Fan",,Copper,30 cm x 22.5 cm x 30 cm,13.3 kg,83.5 cm x 55.5 cm x 29.5 cm,29.5 kg,,No,,Yes,4.1 W/W,,,,Yes,2 Way,,Yes,Yes,,Yes,,No,,Yes,,Yes,,"AC 230 V, 50 Hz",1470 W,Yes,Yes,AAA Batteries,"29,990"
205,Blue Star,3W12LA,Window,1 Ton,3 Star BEE Rating,Milky White,,No,3370 W,Rotary,No,Yes,,"Comfort Sleep, Modes - (Auto/Cool/ Fan / Dry), Turbo Cooling",,Copper,560 mm x 377 mm x 615 mm,41 kg,,,,,,,,,,,,,,Yes,No,,No,,,,,,,,"AC 220 - 230 V, 50 Hz",1160 W,,,AAA Batteries,"23,490"
206,Whirlpool,3D Cool Elite Pro,Split,1 Ton,3 Star BEE Rating,White,,No,1360 W,Rotary,Yes,Yes,R32,,,Copper,890 mm x 482 mm x 260 mm,7.5 kg,660 mm x 482 mm x 240 mm,22.5 kg,"High - 42 dB, Low - 37 dB",Hidden Display,No,Yes,4 W/W,Hydrophilic Aluminium Fin,Aluminium Slit Fin,Yes,Yes,,Air Vent: Cross Flow,No,Yes,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz, Single Phase",758.86 W,Yes,Yes,2 AAA Batteries,"28,059"
207,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5000 W,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,79.8 cm x 29.3 cm x 23 cm,9 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 48 dB, Low - 25 dB",No,No,Yes,4 W/W,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,Yes,Yes,2 AAA Batteries,"39,990"
208,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,Split,1 Ton,3 Star BEE Rating,"White, Blue1",,No,3517 W,Rotary,Yes,Yes,,,,Copper,80.5 cm x 28.5 cm x 19.4 cm,11 kg,72 cm x 49.5 cm x 27 cm,21 kg,,,,Yes,3.8 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1150 W,,,,"28,990"
209,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,Split,1 Ton,3 Star BEE Rating,"White, Blue1",,No,3517 W,Rotary,Yes,Yes,,,,Copper,80.5 cm x 28.5 cm x 19.4 cm,11 kg,72 cm x 49.5 cm x 27 cm,21 kg,,,,Yes,3.8 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1150 W,,,,"28,990"
210,Midea,18K 5 STAR SANTIS PRO RYL INVERTER R32,Split,1.5 Ton,5 Star BEE Rating,White,,No,5050 W,Rotary,Yes,Yes,R32,,,Copper,94 Cm x 27.5 Cm x 20.5 Cm,10.3 Kg,78 Cm x 54 Cm x 25 Cm,31.5 Kg,"High - 42 dB, Low - 37 dB",Hidden Display,Yes,No,5 W/W,,,,Yes,,,No,Yes,,Yes,,,,Yes,,,,"AC 230 V, 50 Hz, 1 Phase",1490 W,,,,"35,990"
211,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
212,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,,5000 W,Digital Inverter Compressor,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,,,Yes,Yes,,,,AC 230 V,940.09 W,,,2 AAA Batteries,"33,750"
213,IFFALCON by TCL,FAC-22CSD/V3S,Split,2 Ton,3 Star BEE Rating,White,E3S,No,6400 W,Eco-Tropical Inverter,Yes,Yes,R32,"Cool Mode, Dry Mode, Fan Mode, Auto Mode",Eco Tropical Inverter Technology,Copper,101 cm x 31.5 cm x 22 cm,13 kg,85.3 cm x 60.2 cm x 34.9 cm,33 kg,"High - 48 dB, Low - 36 dB",LED Digital,Yes,Yes,3.75 W/W,Titan Gold,Titan Gold,Yes,Yes,4 Way,4 Step Fan Speed,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 165 - 245 V, 50 Hz",2280 W,Yes,Yes,2 AAA Batteries,"39,990"
214,Godrej,AC 2T GWC 24UTC3-WSA Window 3S,Window,2 Ton,3 Star BEE Rating,White,,,6300 W,Rotary,Yes,Yes,R32,"Cool, Auto, Dry, Fan, Sleep, ECO",,Copper,66 cm x 43 cm x 72.3 cm,63 cm,,,,,Yes,,,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,AC 230 V,1625 W,,,2,"32,990"
215,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",Kaze Plus,No,4982 W,Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",Inverter,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,Low - 48 dB,No,No,Yes,3.67 W/W,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,No,No,AAA Batteries,"31,990"
216,Voltas,245V ZZV,Split,2 Ton,5 Star BEE Rating,White,,No,5200 W,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",,Copper,99 cm x 31.5 cm x 22.5 cm,11.4 kg,87 cm x 54 cm x 35.5 cm,35 kg,Low - 50 dB,LED Magic Display,Yes,Yes,3.67 W/W,,Ocean Black Fin,No,Yes,2 Way Air Direction,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,"AC 230 V, 50 Hz",2000 W,,,AAA Batteries,"50,990"
217,IFB,IACI12SA3G3C,Split,1 Ton,3 Star BEE Rating,White,,No,3500 W,Rotary,Yes,Yes,R32,,Dual Cool,Copper,777 mm x 250 mm x 205 mm,8 kg,520 mm x 728 mm x 256 mm,23 kg,High - 21 dB,,Yes,,3.7 W/W,,Ocean Black Fin,,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,AC 230 V,732.29 kWh,,,2 AAA Batteries,"32,490"
218,LG,LS-Q12HNYA,Split,1 Ton,4 Star BEE Rating,White,,No,3520 W,Dual Rotary,Yes,Yes,R32,"4 Modes (100%, 80%, 60% & 40%), Himalaya Cooling",,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.5 cm x 49.5 cm x 23 cm,24.5 kg,,,Yes,Yes,,Copper,Ocean Black Fin,,Yes,4 Way,,Yes,Yes,No,Yes,Yes,,,Yes,Yes,Yes,,"AC 220 - 240 V, 50 Hz",649.33 W,,Yes,2 AAA Batteries,"41,990"
219,LG,LS-Q12JNXA,Split,1 Ton,3 Star BEE Rating,White,Estra N,No,3283 W,Dual Rotary,Yes,Yes,R32,NA,Dual Cool,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.7 cm x 49.5 cm x 23 cm,23.3 kg,High - 21 dB,Yes,Yes,Yes,3.73 W/W,Hydrophilic Aluminium Fin,Ocean Black Fin,Yes,Yes,2 Way Air Direction,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",680.58 W,Yes,Yes,2 AAA Batteries,"31,990"
220,SAMSUNG,AR12AYMZABENNA/XNA,Split,1 Ton,4 Star BEE Rating,White,,,3300 W,Inverter Compressor,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,82 cm x 29.9 cm x 21.5 cm,9 kg,72 cm x 54.8 cm x 26.5 cm,24.3 kg,,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,AC 230 V,634.66 W,,,2 AAA Batteries,"29,490"
221,SAMSUNG,AR12TG3BBWK,Split,1 Ton,3 Star BEE Rating,White,,,3300 W,Rotary,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,80 cm x 29.5 cm x 23 cm,9.3 kg,78 cm x 55.7 cm x 24.1 cm,28.5 kg,,No,,,,,,,Yes,,,No,Yes,Yes,Yes,,,Yes,Yes,,,,AC 230 V,711.4 kWh,,,2 AAA Batteries,"28,490"
